origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
FNT,CHS,1,1,174.0,174.0,983.0,AA
ICT,FWA,1,1,243.0,243.0,1290.0,DL
CHS,FAI,1,1,350.0,350.0,4591.0,9E
CHO,BJI,1,1,495.0,495.0,1563.0,OO
BIL,LCH,1,1,360.0,360.0,1376.0,MQ
PBI,DCA,1,1,263.87,263.87,1092.0,9E
MEM,CHA,1,1,418.5,418.5,438.0,OO
BJI,MDT,1,1,438.0,438.0,1098.0,OO
GEG,CHO,1,1,288.5,288.5,2426.0,9E
BJI,GEG,1,1,521.5,521.5,1374.0,OO
JAC,BJI,1,1,619.0,619.0,1395.0,OO
CHS,FNT,1,1,174.0,174.0,983.0,AA
MSN,AVP,1,1,256.51,256.51,885.0,UA
BTR,PWM,1,1,171.0,171.0,1475.0,9E
PVD,BTR,1,1,281.5,281.5,1351.0,9E
MSN,DAY,1,1,451.5,451.5,348.0,UA
DEN,PIR,1,1,221.78,221.78,385.0,UA
SHR,ORF,1,1,438.0,438.0,1912.0,OO
XNA,DSM,1,1,378.0,378.0,821.0,YX
GEG,BHM,1,1,486.5,486.5,2074.0,MQ
ATW,BWI,1,1,111.0,111.0,782.0,ZW
LAN,MRY,1,1,323.0,323.0,2217.0,OO
MDT,BTR,1,1,254.0,254.0,1068.0,9E
DCA,BNA,1,1,255.19,255.19,562.0,9E
MRY,MSO,1,1,161.5,161.5,1638.0,UA
DFW,MSP,1,1,271.86,271.86,852.0,ZW
BGR,IAH,1,1,159.0,159.0,1903.0,MQ
CAE,MSP,1,1,6.72,6.72,1099.0,OO
MTJ,COS,1,1,228.0,228.0,269.0,OO
MTJ,ORF,1,1,238.75,238.75,1798.0,OO
RDU,MSY,1,1,98.55,98.55,781.0,OO
DEN,WYS,1,1,345.0,345.0,664.0,DL
CHS,SNA,1,1,312.28,312.28,2627.0,OO
CID,RIW,1,1,5.5,5.5,988.0,OO
AZO,TPA,1,1,193.5,193.5,1134.0,MQ
LWS,OKC,1,1,456.74,456.74,1816.0,OO
FNT,AUS,1,1,459.0,459.0,1200.0,ZW
MKE,LCH,1,1,396.5,396.5,1111.0,UA
JAN,SDF,1,1,170.95,170.95,993.0,WN
SAN,BOS,1,1,162.88,162.88,2588.0,9E
RNO,AVP,1,1,374.5,374.5,2917.0,AS
RNO,BRW,1,1,670.0,670.0,2737.0,AS
RDM,BET,1,1,467.5,467.5,2075.0,AS
SNA,SAT,1,1,134.0,134.0,1640.0,F9
ICT,CRW,1,1,402.5,402.5,1145.0,DL
GJT,IAD,1,1,251.0,251.0,2044.0,DL
GFK,BGR,1,1,621.36,621.36,1695.0,9E
MSP,SGU,1,1,612.04,612.04,1263.0,9E
MLU,CHA,1,1,221.14,221.14,554.0,DL
FOD,RIC,1,1,651.0,651.0,967.0,UA
HOU,BQK,1,1,374.0,374.0,934.0,DL
MEM,SUX,1,1,1512.26,1512.26,1338.0,UA
RKS,MSO,1,1,143.5,143.5,939.0,UA
JLN,ONT,1,1,492.88,492.88,2191.0,OO
GNV,FCA,1,1,485.08,485.08,2339.0,OH
MSN,GSO,1,1,135.0,135.0,697.0,UA
CYS,MEM,1,1,218.5,218.5,962.0,UA
MKE,DAY,1,1,119.0,119.0,307.0,UA
MDT,ACV,1,1,244.65,244.65,2915.0,UA
MFE,BDL,1,1,464.0,464.0,2024.0,UA
BRO,MEM,1,1,150.5,150.5,776.0,UA
MEM,MDT,1,1,265.5,265.5,1085.0,UA
LNY,LIH,1,1,271.0,271.0,174.0,HA
PIR,MDT,1,1,309.63,309.63,1931.0,UA
KOA,AMA,1,1,5.51,5.51,4051.0,MQ
ATW,FNT,1,1,124.0,124.0,383.0,MQ
LAN,DHN,1,1,533.0,533.0,838.0,OO
ATW,BMI,1,1,415.0,415.0,276.0,MQ
EGE,MDT,1,1,373.17,373.17,1666.0,UA
MIA,GRB,1,1,419.0,419.0,1370.0,ZW
ROA,GSP,1,1,125.0,125.0,510.0,9E
GUM,SGU,1,1,2959.15,2959.15,7683.0,OO
LAF,SLC,1,1,356.5,356.5,1369.0,OO
ATL,BUF,1,1,99.0,99.0,772.0,MQ
JST,MCI,1,1,387.0,387.0,890.0,OO
JST,TUS,1,1,250.78,250.78,2211.0,OO
ERI,PDX,1,1,373.13,373.13,3258.0,AA
BTR,GSP,1,1,878.0,878.0,1090.0,YV
PIA,SLC,1,1,89.85,89.85,1380.0,ZW
RST,DCA,1,1,245.5,245.5,880.0,ZW
ELM,HHH,1,1,373.5,373.5,1164.0,OO
ELM,MAF,1,1,395.87,395.87,1627.0,OO
COS,INL,1,1,429.0,429.0,1657.0,OO
LAX,ACT,1,1,225.5,225.5,1324.0,MQ
ESC,HNL,1,1,39.95,39.95,4781.0,OO
SEA,INL,1,1,518.5,518.5,1654.0,OO
ESC,FCA,1,1,420.64,420.64,2318.0,OO
SFO,CMH,1,1,393.16,393.16,2121.0,YV
OGG,IMT,1,1,544.0,544.0,4278.0,OO
TLH,EVV,1,1,190.5,190.5,573.0,OO
JAC,FLL,1,1,430.0,430.0,2109.0,OO
IMT,CHA,1,1,518.0,518.0,849.0,OO
INL,SJU,1,1,1010.32,1010.32,2882.0,OO
ILM,EGE,1,1,371.0,371.0,1642.0,OO
RDU,IMT,1,1,226.47,226.47,845.0,OO
SJT,PUW,1,1,358.5,358.5,2139.0,OO
IDA,FLG,1,1,593.5,593.5,814.0,OO
RSW,SLC,1,1,202.62,202.62,2006.0,OO
ABI,SBA,1,1,518.0,518.0,1474.0,MQ
IDA,CMX,1,1,996.5,996.5,1706.0,OO
GPT,IDA,1,1,656.0,656.0,1696.0,OO
SPS,AGS,1,1,629.0,629.0,1189.0,OO
SEA,MCI,1,1,222.96,222.96,1489.0,YX
BNA,RST,1,1,212.5,212.5,771.0,9E
PWM,SDF,1,1,240.0,240.0,944.0,YV
ABI,PKB,1,1,396.0,396.0,1380.0,MQ
CLT,RST,1,1,233.5,233.5,1006.0,9E
SNA,SHV,1,1,138.0,138.0,1538.0,YV
ROC,MEM,1,1,180.5,180.5,1058.0,YX
MDW,PWM,1,1,199.0,199.0,896.0,DL
LBB,CLT,1,1,380.01,380.01,1449.0,YV
MKE,AUS,1,1,176.5,176.5,1044.0,YX
EYW,LGA,1,1,299.0,299.0,1250.0,3M
SBN,PVD,1,1,159.0,159.0,1469.0,DL
XNA,RDM,1,1,648.0,648.0,2543.0,YV
LGA,XNA,1,1,149.36,149.36,1255.0,YV
IDA,GPT,1,1,656.0,656.0,1696.0,OO
JNU,ICT,1,1,273.52,273.52,3873.0,OO
LBF,ICT,1,1,362.0,362.0,648.0,OO
AVL,OKC,1,1,455.69,455.69,1542.0,YX
TYR,TPA,1,1,287.0,287.0,1031.0,AA
FWA,JAN,1,1,258.5,258.5,849.0,DL
MTJ,SYR,1,1,358.0,358.0,2058.0,MQ
ABQ,OAK,1,1,261.0,261.0,1081.0,DL
MLU,MYR,1,1,358.0,358.0,765.0,DL
BGR,ATW,1,1,349.0,349.0,1138.0,YX
BHM,AZO,1,1,239.0,239.0,706.0,YX
BHM,SFO,1,1,883.0,883.0,2430.0,YX
MSY,CIU,1,1,514.0,514.0,1767.0,DL
BZN,MYR,1,1,340.5,340.5,2211.0,MQ
FAY,PDX,1,1,323.0,323.0,2400.0,AA
OGG,HOU,1,1,250.0,250.0,5127.0,DL
MVY,RDU,1,1,525.0,525.0,682.0,DL
FAI,IMT,1,1,517.0,517.0,3189.0,DL
FAI,PSP,1,1,269.5,269.5,2520.0,DL
MCK,ONT,1,1,369.5,369.5,1145.0,AA
ONT,TBN,1,1,340.5,340.5,1622.0,AA
IAH,BUR,1,1,363.0,363.0,1383.0,YV
MDW,FCA,1,1,683.23,683.23,1375.0,DL
PDX,PRC,1,1,525.0,525.0,1180.0,AS
SBY,ONT,1,1,542.62,542.62,2495.0,AA
RDM,GSO,1,1,612.28,612.28,2749.0,MQ
MOT,SRQ,1,1,406.0,406.0,1791.0,OO
GUM,BWI,1,1,1829.29,1829.29,8657.0,YV
PBI,HYA,1,1,118.0,118.0,1239.0,AA
RDM,PUB,1,1,311.0,311.0,1007.0,UA
SAF,GJT,1,1,175.0,175.0,515.0,UA
OMA,GGG,1,1,253.0,253.0,723.0,AA
SHV,GJT,1,1,209.5,209.5,1004.0,UA
GJT,OKC,1,1,324.5,324.5,948.0,AA
MLI,RDM,1,1,271.5,271.5,1650.0,UA
LAS,GRB,1,1,252.0,252.0,1687.0,ZW
ITO,GRR,1,1,5.5,5.5,4596.0,UA
MFE,RAP,1,1,413.0,413.0,1478.0,UA
GUM,AVL,1,1,852.09,852.09,8414.0,UA
HDN,MEM,1,1,346.0,346.0,1013.0,UA
AGS,SHV,1,1,356.5,356.5,1064.0,MQ
SDF,MYR,1,1,329.0,329.0,1039.0,MQ
SAV,MEM,1,1,313.19,313.19,1264.0,UA
PSC,COD,1,1,663.0,663.0,1243.0,UA
SBP,VEL,1,1,642.0,642.0,1011.0,MQ
ABE,OGG,1,1,647.5,647.5,4845.0,G7
SGF,SBA,1,1,198.01,198.01,2768.0,DL
CLT,ACK,1,1,261.5,261.5,747.0,G7
AVL,RDM,1,1,351.0,351.0,2322.0,G7
ROC,SRQ,1,1,6.37,6.37,1578.0,MQ
AVL,MRY,1,1,5.5,5.5,2546.0,G7
MCI,AVL,1,1,5.5,5.5,939.0,G7
SAT,MCN,1,1,346.7,346.7,2335.0,UA
AVL,RNO,1,1,938.0,938.0,2207.0,G7
SBA,HRL,1,1,648.0,648.0,2073.0,UA
BHM,BTV,1,1,5.0,5.0,1347.0,G7
MCW,SAV,1,1,231.5,231.5,1061.0,UA
ATL,BIL,1,1,191.47,191.47,1977.0,9E
OKC,SCE,1,1,344.0,344.0,1524.0,MQ
ROC,GRK,1,1,431.0,431.0,1464.0,MQ
BUF,FWA,1,1,172.0,172.0,631.0,G7
ESC,CLT,1,1,298.0,298.0,806.0,DL
TRI,FCA,1,1,931.5,931.5,2348.0,9E
BUF,LEX,1,1,368.0,368.0,797.0,G7
STT,PSP,1,1,365.6,365.6,3354.0,OO
TVC,MCI,1,1,1281.0,1281.0,836.0,9E
PIT,SUX,1,1,286.5,286.5,1756.0,UA
BNA,RDU,1,1,5.5,5.5,789.0,MQ
CID,CRW,1,1,251.0,251.0,612.0,G7
SGU,PIA,1,1,640.0,640.0,1310.0,OO
CID,PVD,1,1,184.5,184.5,1045.0,G7
CVG,PDX,1,1,386.0,386.0,3027.0,G7
DTW,SOW,1,1,217.0,217.0,1800.0,AA
PIT,PRC,1,1,304.0,304.0,1847.0,UA
OKC,DAY,1,1,159.0,159.0,933.0,G7
PIT,DIK,1,1,465.0,465.0,1778.0,UA
COS,DUJ,1,1,295.0,295.0,1743.0,AA
GSO,PGV,1,1,353.5,353.5,286.0,OH
DTW,PWM,1,1,826.0,826.0,1135.0,G7
PVD,RDU,1,1,225.0,225.0,1116.0,OO
MKE,APN,1,1,6.0,6.0,435.0,OO
OGG,GSO,1,1,602.2,602.2,4712.0,OH
BZN,PSC,1,1,5.5,5.5,715.0,OO
GRR,BQN,1,1,323.0,323.0,2441.0,G7
GRR,FLL,1,1,599.0,599.0,1319.0,G7
PVD,GRR,1,1,418.01,418.01,987.0,G7
BTV,OMA,1,1,189.52,189.52,1674.0,MQ
RIW,LBB,1,1,196.0,196.0,752.0,OO
CLE,IAD,1,1,263.0,263.0,288.0,G7
PWM,EGE,1,1,250.95,250.95,2470.0,AA
SAN,PVD,1,1,398.06,398.06,2760.0,MQ
LBF,SJC,1,1,786.0,786.0,1176.0,OO
IND,ELP,1,1,1255.0,1255.0,1413.0,G7
LAS,SBP,1,1,4.46,4.46,521.0,AA
LIT,MBS,1,1,214.5,214.5,774.0,G7
PLN,LIT,1,1,309.0,309.0,845.0,G7
MDT,OMA,1,1,263.0,263.0,1010.0,G7
HYA,GSP,1,1,5.5,5.5,803.0,OH
ABI,HOU,1,1,283.5,283.5,405.0,OH
BMI,LCH,1,1,342.0,342.0,985.0,OO
HOU,GSP,1,1,100.0,100.0,1109.0,OH
PIT,PHX,1,1,621.0,621.0,1853.0,G7
SLC,FCA,1,1,5.76,5.76,1143.0,UA
MCI,ABI,1,1,256.03,256.03,618.0,OO
FSD,LCH,1,1,220.5,220.5,1032.0,OO
SLC,EAU,1,1,236.0,236.0,1519.0,UA
MBS,CRP,1,1,240.0,240.0,1348.0,OO
LWS,MDT,1,1,778.5,778.5,2559.0,OO
BOI,MOB,1,1,858.9,858.9,1938.0,UA
RNO,SJT,1,1,1129.0,1129.0,1698.0,AA
SRQ,LIT,1,1,5.0,5.0,1602.0,UA
RNO,GRI,1,1,345.0,345.0,1906.0,AA
AMA,HPN,1,1,419.08,419.08,1738.0,OH
RNO,HTS,1,1,534.0,534.0,2609.0,AA
BOS,DBQ,1,1,216.0,216.0,1083.0,YX
PWM,BRL,1,1,318.5,318.5,1086.0,OO
RKD,LAW,1,1,1015.0,1015.0,1854.0,AA
GRK,PIA,1,1,238.0,238.0,806.0,MQ
IDA,PIA,1,1,261.5,261.5,1767.0,MQ
AUS,DBQ,1,1,617.0,617.0,1124.0,UA
SBA,PRC,1,1,150.0,150.0,435.0,OO
ONT,DDC,1,1,261.13,261.13,1622.0,UA
HSV,MVY,1,1,258.19,258.19,996.0,OH
PRC,SDF,1,1,218.0,218.0,1645.0,OO
PRC,ASE,1,1,469.0,469.0,682.0,OO
RSW,ISP,1,1,112.06,112.06,1104.0,B6
BKW,CLT,1,1,165.54,165.54,178.0,OH
IAD,FLO,1,1,11.0,11.0,421.0,OH
PLN,AGS,1,1,623.0,623.0,980.0,OO
DAB,ROA,1,1,132.22,132.22,571.0,AA
ELP,CKB,1,1,301.0,301.0,1771.0,AA
DFW,RST,1,1,323.0,323.0,1070.0,PT
RST,LEX,1,1,132.0,132.0,591.0,PT
SDF,SPS,1,1,296.5,296.5,846.0,AA
SDF,LYH,1,1,283.5,283.5,510.0,AA
SHV,SAV,1,1,200.4,200.4,1115.0,PT
OGG,PIT,1,1,5.55,5.55,4747.0,OO
HPN,PIT,1,1,279.0,279.0,706.0,OO
SAT,PRC,1,1,335.5,335.5,1351.0,OO
LWB,CHS,1,1,385.0,385.0,353.0,AA
LIT,PRC,1,1,159.0,159.0,1328.0,OO
MOB,SCE,1,1,326.32,326.32,1128.0,PT
SCE,MHK,1,1,5.5,5.5,1332.0,PT
SDF,PNS,1,1,375.0,375.0,823.0,PT
PNS,SDF,1,1,375.0,375.0,823.0,PT
MSO,PIT,1,1,214.0,214.0,1745.0,OO
OMA,SDF,1,1,5.5,5.5,702.0,PT
PDX,SDF,1,1,199.78,199.78,2349.0,PT
SDF,SAT,1,1,251.94,251.94,1327.0,PT
ELD,BOS,1,1,267.0,267.0,1808.0,AA
TVC,BWI,1,1,149.79,149.79,846.0,PT
PIH,GSP,1,1,435.5,435.5,1893.0,OO
TVC,AMA,1,1,287.0,287.0,1338.0,PT
DSM,BGM,1,1,314.5,314.5,911.0,OO
ICT,RAP,1,1,161.5,161.5,1163.0,OH
BIL,CRW,1,1,1089.0,1089.0,2522.0,OH
SGF,LEX,1,1,249.53,249.53,989.0,AA
PIB,SNA,1,1,329.5,329.5,1718.0,OO
PHX,BZN,1,1,4.78,4.78,1563.0,AA
DFW,MUE,1,1,1641.0,1641.0,3790.0,AA
JFK,ABR,1,1,270.5,270.5,1286.0,DL
PIT,GTR,1,1,341.3,341.3,1706.0,MQ
TUS,EWR,1,1,259.22,259.22,2185.0,YX
SGU,SAV,1,1,325.0,325.0,1901.0,AA
ILM,TVC,1,1,225.06,225.06,1040.0,OH
MCI,ESC,1,1,419.0,419.0,935.0,DL
EWR,ABI,1,1,760.0,760.0,1530.0,AA
SAV,COU,1,1,290.01,290.01,1415.0,AA
PNS,LCH,1,1,155.0,155.0,899.0,AA
BHM,CWA,1,1,668.0,668.0,1216.0,DL
SFO,PVC,1,1,822.0,822.0,2749.0,DL
AVP,GRR,1,1,256.5,256.5,1092.0,AA
AVL,SGU,1,1,216.5,216.5,1824.0,AA
BZN,MHK,1,1,254.5,254.5,1594.0,AA
AVL,MLB,1,1,247.0,247.0,581.0,AA
AUS,HOT,1,1,259.0,259.0,442.0,AA
BTV,ABY,1,1,542.0,542.0,1106.0,DL
DEC,DAY,1,1,229.0,229.0,396.0,OO
BTV,SGU,1,1,659.0,659.0,2823.0,DL
SRQ,IND,1,1,161.62,161.62,974.0,OH
SBN,BUR,1,1,167.0,167.0,2507.0,DL
SCC,DTW,1,1,1405.0,1405.0,4001.0,AS
CYS,CPR,1,1,361.0,361.0,320.0,OO
DSM,ECP,1,1,276.5,276.5,1252.0,OH
EUG,TYS,1,1,399.0,399.0,2666.0,AS
AVL,BOS,1,1,169.0,169.0,1403.0,OO
CRW,KOA,1,1,1274.48,1274.48,5233.0,OO
PSC,KOA,1,1,241.58,241.58,2860.0,HA
FAI,YAK,1,1,464.0,464.0,634.0,AS
BZN,IWD,1,1,250.5,250.5,1518.0,UA
FAI,JAC,1,1,234.0,234.0,2154.0,AS
CHS,CRW,1,1,223.5,223.5,622.0,OO
FLL,KOA,1,1,1375.0,1375.0,5405.0,AS
BTV,EWR,1,1,33.5,33.5,266.0,OO
LAS,DBQ,1,1,221.0,221.0,1661.0,AA
AVL,LGA,1,1,258.32,258.32,1269.0,OO
CPR,SJU,1,1,347.0,347.0,2963.0,OO
EYW,JAC,1,1,289.0,289.0,2136.0,AA
PVD,CPR,1,1,526.0,526.0,1967.0,OO
PWM,ROC,1,1,356.88,356.88,621.0,PT
LGA,ROC,1,1,249.98,249.98,510.0,PT
BDL,BPT,1,1,464.0,464.0,1850.0,AA
IAH,TLH,1,1,327.3,327.3,991.0,PT
TLH,OKC,1,1,418.61,418.61,1326.0,PT
TLH,BUR,1,1,1161.0,1161.0,2528.0,PT
MHK,RNO,1,1,249.5,249.5,1776.0,OO
SBA,TRI,1,1,338.0,338.0,2347.0,PT
AVP,MFE,1,1,474.0,474.0,1914.0,AA
DEN,AKN,1,1,560.0,560.0,2693.0,QX
AVP,BRO,1,1,608.21,608.21,1927.0,AA
SDF,ALW,1,1,5.06,5.06,2220.0,QX
YUM,SLC,1,1,335.0,335.0,667.0,AA
PAH,AUS,1,1,252.5,252.5,1488.0,AA
ANC,PIT,1,1,692.04,692.04,3614.0,QX
DBQ,AVL,1,1,301.0,301.0,683.0,OO
COU,MLB,1,1,344.72,344.72,1635.0,OO
ABQ,EAT,1,1,310.0,310.0,1279.0,QX
PBI,MEM,1,1,294.76,294.76,1424.0,OO
RSW,CLL,1,1,258.5,258.5,1181.0,OO
MFR,SDF,1,1,354.0,354.0,1988.0,OO
MYR,COD,1,1,466.5,466.5,1876.0,OO
LIH,FLL,1,1,368.0,368.0,5496.0,HA
FAI,ROC,1,1,348.0,348.0,3907.0,QX
ICT,MEI,1,1,216.5,216.5,964.0,OO
MDW,JAC,1,1,279.98,279.98,1545.0,OO
CMX,FCA,1,1,459.0,459.0,1712.0,OO
MDW,LGB,1,1,233.0,233.0,2297.0,OO
OGG,CMH,1,1,414.42,414.42,4481.0,OO
BIH,EWR,1,1,1024.0,1024.0,2365.0,UA
HRL,ABQ,1,1,263.0,263.0,1039.0,UA
PHX,MDW,1,1,183.5,183.5,1899.0,OO
ORF,ASE,1,1,305.0,305.0,1913.0,MQ
BHM,OAJ,1,1,103.0,103.0,541.0,OO
LGB,MDT,1,1,463.72,463.72,2432.0,OO
BRL,SMF,1,1,487.95,487.95,2055.0,AA
MCW,ROC,1,1,116.5,116.5,816.0,OO
VLD,BGR,1,1,467.24,467.24,1348.0,9E
LCH,OMA,1,1,171.5,171.5,908.0,UA
CYS,GPT,1,1,1090.0,1090.0,1328.0,OO
CVG,LSE,1,1,5.5,5.5,479.0,OO
CRW,AKN,1,1,1180.0,1180.0,3873.0,OO
OMA,MKK,1,1,504.0,504.0,3820.0,UA
MLI,BNA,1,1,278.5,278.5,847.0,DL
ILM,BIS,1,1,238.5,238.5,1480.0,DL
APN,CRW,1,1,752.0,752.0,1155.0,OO
BIS,AVL,1,1,224.0,224.0,1457.0,DL
BIL,TVC,1,1,364.0,364.0,1124.0,DL
SEA,IAD,1,1,358.0,358.0,2307.0,SY
CRP,BTV,1,1,321.4,321.4,1908.0,OO
ATW,BIL,1,1,231.73,231.73,1614.0,DL
BGR,LIT,1,1,321.0,321.0,1587.0,DL
ROC,MDT,1,1,225.0,225.0,382.0,C5
SFO,CMH,1,1,282.0,282.0,2215.0,SY
RIC,PHX,1,1,380.0,380.0,2056.0,C5
CHA,CPR,1,1,156.5,156.5,1619.0,OO
SLC,BNA,1,1,142.0,142.0,1686.0,SY
PWM,DSM,1,1,238.0,238.0,1449.0,WN
CMX,ABQ,1,1,150.44,150.44,1478.0,UA
HIB,SEA,1,1,336.5,336.5,1573.0,DL
MLB,ATL,1,1,5.5,5.5,716.0,AA
MBL,BIL,1,1,351.5,351.5,1522.0,OO
MLI,SAF,1,1,266.5,266.5,1242.0,MQ
ATY,ATL,1,1,251.5,251.5,1113.0,AA
BRW,PHL,1,1,894.0,894.0,4551.0,AS
TPA,CID,1,1,102.0,102.0,2198.0,F9
IDA,MLU,1,1,399.0,399.0,1388.0,MQ
MLU,LSE,1,1,314.5,314.5,1310.0,MQ
COS,CYS,1,1,268.5,268.5,163.0,OO
MOB,GGG,1,1,396.0,396.0,679.0,MQ
EKO,IAH,1,1,975.99,975.99,2756.0,DL
COD,GSP,1,1,446.58,446.58,2227.0,OO
CID,VPS,1,1,204.76,204.76,1278.0,OO
MYR,SGU,1,1,532.0,532.0,2672.0,UA
FLO,DSM,1,1,1036.32,1036.32,1609.0,AA
PIT,MFE,1,1,262.0,262.0,1433.0,C5
HNL,JNU,1,1,931.37,931.37,3586.0,DL
SJC,MSY,1,1,119.62,119.62,1921.0,MQ
MTJ,CAK,1,1,516.0,516.0,1427.0,UA
BOS,RDU,1,1,304.74,304.74,612.0,OO
BLI,RSW,1,1,11.0,11.0,2934.0,OO
MTJ,MKE,1,1,11.0,11.0,1575.0,MQ
MTJ,BWI,1,1,11.0,11.0,1939.0,MQ
BOS,PIH,1,1,836.0,836.0,2255.0,DL
BHB,DSM,1,1,441.67,441.67,1411.0,AA
VLD,SBN,1,1,391.0,391.0,774.0,OO
LGA,BLI,1,1,477.0,477.0,2547.0,AA
LAW,SBN,1,1,358.0,358.0,986.0,OO
GFK,CWA,1,1,258.0,258.0,459.0,9E
BOI,BRO,1,1,539.0,539.0,1819.0,OO
SBP,GUC,1,1,220.0,220.0,1083.0,OO
SAV,SJC,1,1,252.0,252.0,2602.0,YX
LRD,ALB,1,1,539.0,539.0,1816.0,C5
ATL,DEC,1,1,171.5,171.5,762.0,UA
XNA,BIL,1,1,164.0,164.0,1391.0,DL
GPT,SBP,1,1,195.0,195.0,1911.0,OO
CVG,PNS,1,1,1175.09,1175.09,1066.0,9E
ICT,CSG,1,1,596.5,596.5,865.0,9E
SUN,ONT,1,1,233.5,233.5,1376.0,UA
BMI,CSG,1,1,345.0,345.0,616.0,9E
GRB,EUG,1,1,208.0,208.0,2470.0,YX
JAX,TWF,1,1,741.0,741.0,2035.0,DL
SFO,PNS,1,1,723.0,723.0,2149.0,OO
LGB,JAX,1,1,549.0,549.0,2448.0,DL
BIL,MAF,1,1,348.5,348.5,2084.0,DL
GSO,LNK,1,1,309.0,309.0,1055.0,YX
GRR,CID,1,1,5.5,5.5,628.0,9E
ILM,SJC,1,1,244.82,244.82,2544.0,OO
ORD,TUP,1,1,358.0,358.0,583.0,MQ
AVP,HHH,1,1,5.94,5.94,716.0,YX
CHO,AVL,1,1,240.5,240.5,621.0,9E
GSP,PHX,1,1,580.61,580.61,2017.0,YX
MVY,GSO,1,1,193.0,193.0,636.0,YX
GRR,RAP,1,1,193.5,193.5,916.0,YX
DSM,MTJ,1,1,261.5,261.5,785.0,UA
ASE,CHO,1,1,5.5,5.5,1761.0,9E
SDF,ALO,1,1,174.0,174.0,520.0,YX
IAD,MYR,1,1,692.5,692.5,762.0,UA
OKC,LRD,1,1,176.5,176.5,696.0,C5
LRD,FWA,1,1,369.5,369.5,1383.0,C5
SJC,LRD,1,1,136.0,136.0,1909.0,C5
MRY,MFE,1,1,586.0,586.0,1961.0,C5
FLL,GRB,1,1,287.0,287.0,1355.0,YX
GRB,CLT,1,1,408.0,408.0,772.0,YX
MOB,JAC,1,1,556.0,556.0,1695.0,C5
EUG,SRQ,1,1,5.0,5.0,2949.0,WN
PRC,ROA,1,1,5.22,5.22,1976.0,C5
PNS,SGF,1,1,189.0,189.0,1002.0,C5
TYS,LAS,1,1,206.85,206.85,1989.0,YX
CVG,PVD,1,1,254.5,254.5,759.0,C5
BHB,DCA,1,1,336.0,336.0,595.0,B6
RIC,DEN,1,1,278.0,278.0,1552.0,C5
RIC,LAX,1,1,539.0,539.0,2388.0,C5
ACV,JFK,1,1,1878.96,1878.96,2836.0,UA
SBN,AVP,1,1,385.5,385.5,716.0,OO
MTJ,PWM,1,1,155.0,155.0,2471.0,MQ
DFW,VQS,1,1,386.43,386.43,2204.0,AA
OKC,DSM,1,1,4.19,4.19,926.0,DL
CWA,LEX,1,1,203.5,203.5,536.0,OO
DSM,MKG,1,1,177.5,177.5,417.0,AA
PNS,PSP,1,1,1099.0,1099.0,1758.0,C5
ELP,ECP,1,1,412.5,412.5,1236.0,OH
MQT,TRI,1,1,398.0,398.0,1021.0,MQ
MLI,LEX,1,1,344.0,344.0,462.0,MQ
MSY,PIA,1,1,161.5,161.5,967.0,UA
BIL,CAE,1,1,423.0,423.0,2169.0,DL
GRB,AVP,1,1,496.0,496.0,805.0,YX
CSG,HPN,1,1,245.5,245.5,863.0,DL
DHN,BIS,1,1,510.0,510.0,1892.0,DL
MIA,ITO,1,1,653.0,653.0,4953.0,AA
ECP,LBB,1,1,375.0,375.0,967.0,OH
EWN,ATW,1,1,412.0,412.0,963.0,OH
MFE,FAI,1,1,686.0,686.0,3662.0,AA
SJU,BRO,1,1,312.5,312.5,2647.0,MQ
MHT,OAJ,1,1,914.0,914.0,1351.0,C5
LRD,LAR,1,1,382.5,382.5,1276.0,C5
MFE,PGV,1,1,239.0,239.0,1608.0,AA
BIS,MFE,1,1,128.0,128.0,1446.0,AA
ANC,CLL,1,1,298.75,298.75,3322.0,OO
CMH,CHS,1,1,5.0,5.0,822.0,OO
SJT,MEM,1,1,249.5,249.5,660.0,AA
VPS,SBA,1,1,5.0,5.0,1986.0,WN
OGG,MYR,1,1,647.4,647.4,5490.0,UA
LCH,DFW,1,1,288.93,288.93,295.0,AA
FWA,PHF,1,1,144.0,144.0,742.0,OH
PDX,BRO,1,1,234.5,234.5,2098.0,MQ
FWA,STX,1,1,534.5,534.5,2022.0,OH
RAP,GNV,1,1,266.42,266.42,1735.0,OH
BIL,RDM,1,1,580.5,580.5,892.0,AS
CVG,BRO,1,1,209.0,209.0,1294.0,MQ
LFT,ITH,1,1,5.0,5.0,1641.0,OO
ABY,ELP,1,1,352.5,352.5,1427.0,DL
ORD,ROA,1,1,535.63,535.63,989.0,OH
BRO,AGS,1,1,309.5,309.5,1558.0,MQ
STT,BOI,1,1,1466.0,1466.0,4028.0,MQ
PSP,CLE,1,1,249.0,249.0,3008.0,AS
AVL,LYH,1,1,316.32,316.32,266.0,OH
BOS,FAY,1,1,237.5,237.5,1282.0,YX
HHH,EVV,1,1,329.0,329.0,588.0,YX
TVC,GSP,1,1,293.0,293.0,801.0,YX
TUS,JFK,1,1,198.5,198.5,2613.0,F9
GSP,LIH,1,1,468.05,468.05,4870.0,YX
CYS,FSD,1,1,143.5,143.5,573.0,OO
OGG,GSP,1,1,549.83,549.83,4804.0,YX
JAC,BNA,1,1,4.19,4.19,1745.0,MQ
